site,lat,lon,model,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
US-Var,38.4133,-120.9507,orchidee,303.1162808,316.5141036,331.096538,319.2627287,324.6769029,281.5487839,267.026477,309.0221843,362.5685352,320.9132043,359.9847792,340.5698869,391.9137029,391.9320833,320.9084071,329.4457416,354.1393946,297.6987308,287.5632235,310.1994237,301.6902364,324.0914566,319.9873371,353.9684605,373.4059652,440.6537068,356.5184193,400.4593565,400.1542096,419.5969074,421.7582647,362.2136797,374.3395839,362.6456538,368.9748719,403.4232323,349.6509771,346.5583499,358.8804886,406.6320795
US-WCr,45.8059,-90.0799,orchidee,441.8549064,428.1892161,424.8611826,382.2740504,417.909653,343.4757034,397.3034122,468.746457,395.8521368,429.7456988,400.9746973,436.0317294,423.4483924,399.9146507,455.8080346,456.4593945,404.3110179,413.9171564,353.0283479,440.7406482,480.4910391,372.762281,416.2144625,450.7199647,469.6838561,431.5530174,403.1441592,375.3125426,402.2585691,443.6904681,476.1487867,449.5360918,373.170422,399.8408249,448.3471888,439.2793416,435.971011,445.6344399,414.9191283,498.0278182
US-Whs,31.7438,-110.0522,orchidee,67.13046398,64.35538731,60.63211651,72.18491638,53.20588414,67.63982181,65.19013717,71.20342358,73.48453342,70.2845102,66.59104315,69.70337565,72.57154683,81.63426387,82.98641509,91.99788464,86.17825456,92.39234094,80.82903264,72.98300454,70.73844006,81.98059323,102.0335879,90.84359361,84.88334169,78.27211245,71.61752029,66.74835472,69.62651629,68.09394585,68.14486086,75.27564182,69.28364152,62.96210201,67.46449975,65.87099911,61.24904644,62.71334401,81.83327132,59.98651587
US-Wi0,46.6188,-91.0814,orchidee,431.0622683,437.2612834,455.6027771,391.5407822,331.4964002,274.4846634,345.8514574,437.1496257,381.152638,370.8296893,394.3342095,448.3845393,433.8273702,484.0051346,464.8063613,484.1353661,434.8785454,401.0329824,389.2885274,429.7065905,509.3993517,434.1405769,446.7548105,443.5081193,412.2100701,489.6121484,452.6993093,421.6060315,501.1516569,423.2012191,482.3607116,429.0993076,384.2407518,388.8074331,401.6736976,373.7916775,350.5820685,404.3693772,394.80469,464.2120449
US-Wi3,46.6347,-91.0987,orchidee,431.0622683,437.2612834,455.6027771,391.5407822,331.4964002,274.4846634,345.8514574,437.1496257,381.152638,370.8296893,394.3342095,448.3845393,433.8273702,484.0051346,464.8063613,484.1353661,434.8785454,401.0329824,389.2885274,429.7065905,509.3993517,434.1405769,446.7548105,443.5081193,412.2100701,489.6121484,452.6993093,421.6060315,501.1516569,423.2012191,482.3607116,429.0993076,384.2407518,388.8074331,401.6736976,373.7916775,350.5820685,404.3693772,394.80469,464.2120449
US-Wi4,46.7393,-91.1663,orchidee,431.0622683,437.2612834,455.6027771,391.5407822,331.4964002,274.4846634,345.8514574,437.1496257,381.152638,370.8296893,394.3342095,448.3845393,433.8273702,484.0051346,464.8063613,484.1353661,434.8785454,401.0329824,389.2885274,429.7065905,509.3993517,434.1405769,446.7548105,443.5081193,412.2100701,489.6121484,452.6993093,421.6060315,501.1516569,423.2012191,482.3607116,429.0993076,384.2407518,388.8074331,401.6736976,373.7916775,350.5820685,404.3693772,394.80469,464.2120449
US-Wi6,46.6249,-91.2982,orchidee,431.0622683,437.2612834,455.6027771,391.5407822,331.4964002,274.4846634,345.8514574,437.1496257,381.152638,370.8296893,394.3342095,448.3845393,433.8273702,484.0051346,464.8063613,484.1353661,434.8785454,401.0329824,389.2885274,429.7065905,509.3993517,434.1405769,446.7548105,443.5081193,412.2100701,489.6121484,452.6993093,421.6060315,501.1516569,423.2012191,482.3607116,429.0993076,384.2407518,388.8074331,401.6736976,373.7916775,350.5820685,404.3693772,394.80469,464.2120449
US-Wi9,46.6188,-91.0814,orchidee,431.0622683,437.2612834,455.6027771,391.5407822,331.4964002,274.4846634,345.8514574,437.1496257,381.152638,370.8296893,394.3342095,448.3845393,433.8273702,484.0051346,464.8063613,484.1353661,434.8785454,401.0329824,389.2885274,429.7065905,509.3993517,434.1405769,446.7548105,443.5081193,412.2100701,489.6121484,452.6993093,421.6060315,501.1516569,423.2012191,482.3607116,429.0993076,384.2407518,388.8074331,401.6736976,373.7916775,350.5820685,404.3693772,394.80469,464.2120449
US-Wkg,31.7365,-109.9419,orchidee,74.24831049,58.42599736,74.05624038,68.33780824,74.01068431,73.15821491,81.8240915,112.2038682,86.02576513,80.12944016,72.67995736,73.74789219,85.24960481,86.58716534,109.9900329,134.00609,105.384429,128.6763541,86.51917353,87.63357062,81.58193879,98.18819971,137.8043535,110.9200093,96.5677397,97.10083646,79.678476,78.31503271,85.34760238,76.21001261,75.99499492,79.64019833,76.03649895,72.69227377,79.27908441,78.40098659,71.44150782,71.62567163,71.29134995,72.79972429
ZA-Kru,-25.0197,31.4969,orchidee,646.136486,789.5250924,705.2856443,741.6211961,751.0085172,694.1929094,700.5664567,774.2078741,538.3136102,612.6511847,691.1333568,548.6245069,529.6456297,646.0805448,737.5706808,617.5663682,604.171655,635.9866033,654.1566458,682.2129351,628.455112,516.4713028,597.5410861,460.5207649,670.6436011,796.0465217,839.4335717,700.0219042,892.9472862,1031.016581,830.3453528,598.9374119,500.3361645,757.3453084,693.415523,781.3994598,692.5108876,652.8819037,834.9307215,683.8936221
ZM-Mon,-15.4378,23.2528,orchidee,118.1435603,114.6071053,75.48760334,101.9438386,125.3509218,128.1040599,106.2108931,115.7967381,131.4588106,88.26698117,100.2883968,72.32308239,75.51246495,91.74208458,94.04901991,103.7814247,114.6631659,120.6972956,86.41862954,74.91714621,68.8922284,67.70619025,66.04357713,64.00050427,52.60471231,56.72900819,62.0442958,64.00766978,50.5999891,58.4321389,64.22851677,64.9133905,51.64942704,89.65923493,74.20461694,64.16828628,50.68547117,93.67847657,130.4377299,95.60402098
AR-SLu,-33.4648,-66.4598,vegas,327.7159142,497.5834034,709.3980039,722.3509171,672.3000494,512.6162624,613.7070188,520.8044306,764.2403344,622.1641144,576.3659822,658.3299275,559.7731716,740.8189575,728.1577311,520.4983858,497.6989928,398.3161074,630.5411113,633.6509084,734.9952294,626.9190928,557.372488,535.8153223,535.1720429,514.6980664,610.9501713,791.4802131,749.4640663,801.8616423,771.9479836,660.9489278,500.0122009,631.0213654,661.4904649,622.614983,749.7938441,766.7351074,566.2653586,508.7452764
AR-Vir,-28.2395,-56.1886,vegas,833.6959284,940.7274877,854.0351052,861.1282051,862.6035615,880.7025716,951.1831573,945.7012638,956.9116172,935.5563558,925.6588757,1028.430363,873.7660206,931.7250585,857.076528,951.109627,856.2377035,946.8988485,977.8740679,949.9616025,924.6916873,961.4891759,981.1653864,920.469571,953.6930136,1034.164957,1021.303673,876.4455442,905.1278628,954.531451,964.6495181,996.8181946,927.3378363,962.9458354,970.7831391,1009.189307,988.7039952,928.929529,971.3190355,971.4589831
AT-Neu,47.1167,11.3175,vegas,303.762603,295.0408346,292.4961295,296.585323,299.8136876,295.8650559,298.5632645,276.9952392,291.8343966,275.2621572,293.3751795,305.6596752,328.1078023,285.9308752,305.8775675,309.2173063,303.9778011,327.3895115,318.1609395,328.9579502,315.1674985,334.8550106,330.7600895,352.1288146,325.9578866,314.6000611,324.4451227,342.7638622,338.0073069,354.3549856,335.724109,336.4256479,341.1343625,317.1811933,321.2497136,333.9743795,356.0166942,335.1642299,341.4837237,321.0924698
AU-Ade,-13.0769,131.1178,vegas,797.5455327,791.4132973,851.2608277,830.7083582,851.3039484,811.0770217,797.1296686,782.0219145,764.8349144,826.5813441,831.9412574,760.2408954,693.9737953,792.724127,734.7898084,719.077138,692.1381713,714.4633972,786.7601603,725.3092628,842.1222357,698.0335447,761.2995828,712.9788665,847.5952388,677.7626356,833.8017302,759.0402265,897.281635,882.5606224,874.2034095,764.1811485,687.349455,850.8276883,803.2445554,870.6524005,842.0033613,877.2623659,757.9588912,780.2360266
AU-ASM,-22.283,133.249,vegas,236.1363526,251.0274764,258.8056422,480.4232824,459.9395956,447.2161292,387.5840265,320.8656908,342.4096588,300.8914232,289.4588899,352.1017739,395.6371498,360.8621845,264.3688254,268.1607243,257.749121,289.2682887,307.2550277,327.9999156,344.8423775,264.627959,299.5071485,243.1716661,260.5525875,238.9578178,297.5171448,284.4206054,294.0487913,463.5264887,445.6048128,355.8847849,295.2195501,311.9140721,279.5717874,308.1237573,327.1563597,253.3251096,259.1973723,425.2457175
AU-Cpr,-34.0021,140.5891,vegas,259.2744589,245.6037876,289.3659877,323.0960067,272.3722308,261.1919135,253.4826866,255.0467669,288.7308086,268.5273731,255.0931172,240.5987086,236.0262556,255.2801378,237.7709553,242.5386406,238.9892219,252.3488628,249.3825109,239.5755044,244.9245377,252.3083719,275.227218,248.9747075,246.9511591,245.688868,244.6456285,253.0897672,253.6543469,272.9666362,249.3494836,232.0167961,238.4816594,238.8560659,264.4432483,260.0932258,266.0255406,252.6155078,272.9302051,287.1594816
AU-Cum,-33.6133,150.7225,vegas,601.5998719,637.8815903,603.6370862,634.2450745,575.9697933,605.8686639,578.9950874,638.2207893,517.0182968,424.4309443,597.8069731,579.386841,616.416767,737.934742,639.322974,613.0487886,676.5373983,723.8774097,669.9389617,693.3075555,583.1714337,758.0236402,663.70165,525.6436053,696.8828434,771.8390963,736.7670397,723.4774332,799.4251761,785.6186929,826.0026512,668.8489888,638.4078654,623.0474506,790.5461444,638.104498,793.0569135,881.2550374,804.2864205,791.6640228
AU-DaP,-14.0633,131.3181,vegas,573.3405185,690.3531009,721.8866628,768.9056714,739.4705016,739.0626251,719.3634781,554.4683318,626.9923335,717.0278798,719.2624095,620.5453703,571.8829021,678.0433536,616.3467506,506.7537184,609.1728906,565.4114693,675.5857387,566.655302,740.661279,581.7412286,670.204832,560.8616415,656.4654533,587.5542785,726.3185693,774.7977242,776.4812472,783.6950843,797.6718946,661.7898995,539.9840013,775.7363114,651.1858121,814.6552642,672.9541259,802.4048178,703.35815,680.1475916
AU-DaS,-14.1593,131.3881,vegas,573.3405185,690.3531009,721.8866628,768.9056714,739.4705016,739.0626251,719.3634781,554.4683318,626.9923335,717.0278798,719.2624095,620.5453703,571.8829021,678.0433536,616.3467506,506.7537184,609.1728906,565.4114693,675.5857387,566.655302,740.661279,581.7412286,670.204832,560.8616415,656.4654533,587.5542785,726.3185693,774.7977242,776.4812472,783.6950843,797.6718946,661.7898995,539.9840013,775.7363114,651.1858121,814.6552642,672.9541259,802.4048178,703.35815,680.1475916
AU-Dry,-15.2588,132.3706,vegas,412.0910065,465.737032,464.4639249,590.3211007,539.0546993,610.8290172,582.8556055,496.538216,469.7203218,540.7452449,547.0318595,514.8046742,442.7948404,535.5230895,475.6776916,392.3447463,504.8693603,424.2585452,461.7359637,415.6245621,515.6459699,402.2871086,451.3821491,505.4877615,501.2148208,436.4127534,609.171134,510.6448261,517.0047586,567.2461404,590.5048179,553.2879174,552.2833694,686.7574263,568.9537543,592.9674835,486.7009281,549.4337103,550.6329687,448.7607645
AU-Emr,-23.8587,148.4746,vegas,476.3989778,480.1515977,485.8325068,656.6149564,709.5466321,671.1313704,613.5107375,627.4916115,508.756995,472.9191462,482.6598984,433.6482172,552.0373803,537.9204779,512.4097327,489.6392907,451.9310019,499.229651,562.0853454,521.1575419,506.1498022,418.0166475,372.4927598,399.3803822,415.0654474,487.6725979,505.6426512,542.4867008,565.5405623,513.5932761,460.5509931,426.3227097,348.5157093,370.7345502,433.0613395,401.6507518,478.1657968,645.1747853,548.8256822,593.1245092
AU-Fog,-12.5452,131.3072,vegas,852.3416928,830.7514324,870.981114,819.2412422,860.0149359,808.8780047,817.9073503,799.0330333,766.6139488,806.4503316,855.6142503,775.6037503,690.6015764,828.6185458,762.0197265,803.5535566,725.3929843,804.9244431,845.2658799,719.5797418,840.1360523,658.9254392,738.2920922,747.0115642,853.1468885,837.5865194,836.9453328,878.9452861,884.6618185,877.0062271,860.7085477,769.6223096,809.7605519,894.4309441,788.7514615,888.6622945,868.0740117,864.6674965,851.1650435,897.7967664
AU-Gin,-31.3764,115.7138,vegas,527.0216064,545.4907509,547.3254547,659.5958965,623.2214221,591.4350835,507.2725466,545.2720202,547.9699946,539.229742,564.6538493,593.7847664,572.4806957,599.7121434,556.139743,556.1931779,603.5927177,607.6622827,577.9582188,571.0283976,587.3742034,622.748969,594.8052056,550.9359995,540.6063354,572.8681334,569.8718383,554.2198436,640.0014206,622.960105,548.9037252,545.3951367,556.8850619,554.927204,578.7106408,561.495402,521.5301938,593.4781412,607.589407,542.6181823
AU-GWW,-30.1913,120.6541,vegas,226.6622049,239.3594931,263.3907483,324.583101,397.6969774,311.0919932,263.6866314,264.6940425,257.5520546,286.2689165,269.5727947,288.1785923,273.9648271,271.2814478,260.9021903,239.8677972,278.392435,276.5180344,265.8200514,278.8883065,276.7175778,356.6247354,362.9869535,329.4186821,391.9545551,339.2653068,321.7585711,336.9257263,382.6383977,389.0895488,347.1358084,282.5021469,310.8878755,315.8611923,283.8427107,321.1785761,300.7178588,304.6458492,285.2492194,263.7510538
AU-How,-12.4943,131.1523,vegas,938.1820741,878.1314402,923.2497812,913.5329192,925.4961882,872.3270235,911.5236637,894.2315157,862.3059737,873.184431,913.2650089,848.3796944,851.2057106,914.6495337,844.5677495,869.5586658,820.4086114,891.6934374,896.8915624,809.4374079,889.31892,790.7354603,834.7881758,869.1648139,940.8225424,933.2041267,937.3545826,962.8618001,933.6746771,918.5255319,930.967439,915.086118,995.2055717,964.3516318,880.9960041,951.3312713,944.3110641,966.8894424,970.3265832,1033.473384
AU-Lox,-34.4704,140.6551,vegas,259.2744589,245.6037876,289.3659877,323.0960067,272.3722308,261.1919135,253.4826866,255.0467669,288.7308086,268.5273731,255.0931172,240.5987086,236.0262556,255.2801378,237.7709553,242.5386406,238.9892219,252.3488628,249.3825109,239.5755044,244.9245377,252.3083719,275.227218,248.9747075,246.9511591,245.688868,244.6456285,253.0897672,253.6543469,272.9666362,249.3494836,232.0167961,238.4816594,238.8560659,264.4432483,260.0932258,266.0255406,252.6155078,272.9302051,287.1594816
AU-RDF,-14.5636,132.4776,vegas,528.4938136,533.6341342,542.280711,651.1844248,616.1860443,663.4231898,655.7938531,541.9999085,510.8618782,598.3986704,568.1681186,542.2514477,464.810798,634.8960766,539.6200902,447.6535539,524.9152299,465.2335816,513.8871007,452.0021725,617.3298011,442.2031037,518.7118178,571.8263666,527.6252134,408.5819534,661.2166529,693.0912429,622.2915723,615.2096321,704.0320582,623.5219252,600.7991881,795.7310155,600.5100274,659.766029,541.700448,627.8374814,586.2054654,487.7952972
AU-Rig,-36.6499,145.5759,vegas,519.9362643,507.0171861,607.6230273,589.7046602,513.9860838,491.9372012,513.2430899,520.7667986,539.301551,519.4297471,545.7902571,449.4169618,495.0769026,573.9362714,487.0676062,554.0329062,525.7496,549.5550272,568.0431557,506.2550632,482.860418,515.0254069,602.2281754,539.1082304,508.9054334,539.7122849,500.4803585,508.1100385,567.0645217,552.9503305,520.9602429,484.2109917,515.4729349,523.7442761,589.4433466,454.7573907,469.8485466,531.9173029,534.5589786,582.3390153
AU-Rob,-17.1175,145.6301,vegas,1072.157735,1101.220337,1157.462989,1044.652638,1150.76986,1066.987581,1158.148892,1055.998802,1101.478647,1018.041042,1199.275817,1066.557472,1053.847096,1089.607672,1086.482053,1069.372845,1011.154347,1182.923845,1134.54349,1087.790901,966.0527338,811.0549713,1174.456293,1148.16446,1101.767462,1128.296332,1123.85035,1189.076601,1163.878055,1132.944357,990.5831444,616.113603,986.3519532,1128.010912,1110.067498,1163.981681,1101.067427,1160.45036,1072.228072,1199.864237
AU-Stp,-17.1507,133.3502,vegas,287.5711498,339.6373853,314.7453213,483.2358862,457.8249193,457.9761246,403.2680261,374.3948083,385.272384,327.1676943,366.7790862,378.0664667,349.7800762,376.5568234,354.8961132,290.3997529,368.2125959,327.7424064,309.5698638,268.4903325,388.8484105,298.2647909,357.3472836,306.3492467,305.3591915,286.4341331,297.20898,310.6284997,315.8445025,364.7765689,433.1532717,345.4747712,413.6929477,406.770015,308.2302392,434.5073359,422.7885341,366.341446,396.1412191,390.2590725
AU-TTE,-22.287,133.64,vegas,223.5135201,248.6308758,248.4796704,492.9917905,458.5051654,470.531521,399.0525778,304.5477987,330.1937611,293.6606113,288.2249298,300.1316498,338.6134878,363.4757931,275.5119309,269.3831395,247.0288007,264.8837961,266.1440001,312.4197705,364.3807307,269.8261843,266.9590301,216.2738655,235.1660082,232.3937948,283.6116261,283.2153311,250.3510653,416.5629016,410.7838921,347.0499559,262.8061327,307.3038496,281.3702984,282.2378619,300.7490537,241.7339779,245.5505759,406.97114
AU-Tum,-35.6566,148.1517,vegas,439.8587235,444.8546607,442.268004,446.8257489,433.0878365,422.026355,411.1027431,424.0617345,389.8466799,400.9970984,444.9863253,409.0942295,416.1359282,487.4407004,400.0143417,427.0076052,446.4352796,427.5049344,468.4019926,455.2380005,389.4262325,470.2804763,465.550282,438.4233571,424.4674153,428.2126382,406.8623088,407.9212565,442.1836616,461.6839288,452.1349877,466.176606,359.8062277,416.3110188,515.3351933,407.9763588,446.3105599,514.0025893,462.8426597,473.0567278
AU-Wac,-37.4259,145.1878,vegas,518.8686813,547.1837065,567.1430952,551.9643693,500.8312745,482.064194,533.2250559,518.348531,533.7925599,512.7772157,527.8667044,477.8751507,491.5188949,576.9884678,503.7700987,545.851771,547.753345,560.1736892,560.9868739,520.1545931,488.6875357,551.5775722,582.1553215,549.6246329,490.0209571,570.3103073,477.251238,496.3505745,551.7967458,561.1780027,545.5886445,518.8760819,515.5265902,546.1886875,615.7746325,517.3127454,510.9652793,565.0068624,570.9054386,596.9002003
AU-Whr,-36.6732,145.0294,vegas,534.0394873,500.5266491,600.1912907,587.6553322,521.0764069,504.3120875,497.7305631,504.2101088,536.0826828,515.9926924,531.063727,453.9865135,463.4661949,503.1388364,482.2433861,535.3605019,528.8651773,564.0927488,584.479232,524.0384308,498.6145851,512.9380936,609.2612102,518.3600831,517.616563,528.0860281,518.6431141,500.0843161,532.1530766,531.9867493,521.1425725,445.6582765,435.0451928,458.4189462,510.8127845,458.504237,399.6363381,426.0199809,438.6486858,534.9045684
AU-Wom,-37.4222,144.0944,vegas,515.5683485,525.6930897,527.6648441,508.3847276,478.6970057,455.4665924,495.5576156,477.9967846,511.6583649,490.0215761,499.7751871,472.1828985,481.9494196,530.5764927,474.4947475,509.1372215,528.3525725,517.3050718,504.8670716,499.931881,467.8482466,505.5033429,552.2272871,504.483906,459.5806193,526.4247727,451.8205326,471.7344988,503.643036,544.1661176,501.662505,502.4267635,482.1579661,496.9340505,588.3082143,496.9832627,520.4937041,528.1812924,555.095956,586.7682349
