Record_number,lon,lat,year,GOME2_SIF,SCIA_SIF
4093,101.27,21.927,2007,1.9726,1.5945
4094,-122.5,37.85,2004,NaN,0.67149
4095,-123.77,39.4,2004,NaN,0.85609
4104,127.18,37.784,2006,NaN,0.59036
4104,127.18,37.784,2007,1.0341,0.94356
4104,127.18,37.784,2008,1.0082,0.89767
4105,127.18,37.784,2006,NaN,0.59036
4105,127.18,37.784,2007,1.0341,0.94356
4105,127.18,37.784,2008,1.0082,0.89767
4106,127.18,37.784,2006,NaN,0.59036
4106,127.18,37.784,2007,1.0341,0.94356
4106,127.18,37.784,2008,1.0082,0.89767
4107,137.38,36.12,2004,NaN,1.1365
4107,137.38,36.12,2005,NaN,1.1394
4108,137.38,36.12,2005,NaN,1.1394
4108,137.38,36.12,2006,NaN,0.95916
4109,128.1,42.4,2002,NaN,NaN
4109,128.1,42.4,2003,NaN,0.77712
4109,128.1,42.4,2004,NaN,0.80045
4109,128.1,42.4,2005,NaN,0.79865
4110,128.1,42.4,2002,NaN,NaN
4110,128.1,42.4,2003,NaN,0.77712
4110,128.1,42.4,2004,NaN,0.80045
4110,128.1,42.4,2005,NaN,0.79865
4112,116.83,43.513,2004,NaN,0.20787
4112,116.83,43.513,2005,NaN,0.23178
4113,116.55,43.589,2004,NaN,0.20787
4113,116.55,43.589,2005,NaN,0.23178
4114,115.9,44.087,2004,NaN,0.10595
4114,115.9,44.087,2005,NaN,0.17046
4115,116.83,43.513,2005,NaN,0.23178
4115,116.83,43.513,2006,NaN,0.21687
4116,116.55,43.589,2005,NaN,0.23178
4116,116.55,43.589,2006,NaN,0.21687
4117,115.9,44.087,2005,NaN,0.17046
4117,115.9,44.087,2006,NaN,0.13979
4118,116.83,43.513,2006,NaN,0.21687
4118,116.83,43.513,2007,0.4964,0.20449
4119,116.55,43.589,2006,NaN,0.21687
4119,116.55,43.589,2007,0.4964,0.20449
4120,115.9,44.087,2006,NaN,0.13979
4120,115.9,44.087,2007,0.3504,0.14631
4121,-96.56,39.082,1997,NaN,NaN
4122,-96.56,39.082,1997,NaN,NaN
4123,-96.56,39.082,1998,NaN,NaN
4124,-96.56,39.082,1998,NaN,NaN
4125,-78.1,39.15,2003,NaN,1.4867
4125,-78.1,39.15,2004,NaN,1.535
4125,-78.1,39.15,2005,NaN,1.4067
4126,-78.1,39.15,2005,NaN,1.4067
4127,-78.1,39.15,2003,NaN,1.4867
4127,-78.1,39.15,2004,NaN,1.535
4127,-78.1,39.15,2005,NaN,1.4067
4128,-78.1,39.15,2003,NaN,1.4867
4128,-78.1,39.15,2004,NaN,1.535
4128,-78.1,39.15,2005,NaN,1.4067
4129,-78.1,39.15,2003,NaN,1.4867
4129,-78.1,39.15,2004,NaN,1.535
4129,-78.1,39.15,2005,NaN,1.4067
4130,-78.1,39.15,2005,NaN,1.4067
4150,8.1667,40.617,2001,NaN,NaN
4150,8.1667,40.617,2002,NaN,NaN
4153,8.1667,40.617,2002,NaN,NaN
4153,8.1667,40.617,2003,NaN,0.45324
4156,8.1667,40.617,2003,NaN,0.45324
4156,8.1667,40.617,2004,NaN,0.6781
4159,128.1,42.403,2002,NaN,NaN
4159,128.1,42.403,2003,NaN,0.77712
4160,127.17,37.75,2004,NaN,0.72075
4160,127.17,37.75,2005,NaN,0.92334
4161,127.17,37.75,2004,NaN,0.72075
4161,127.17,37.75,2005,NaN,0.92334
4162,127.17,37.75,2005,NaN,0.92334
4162,127.17,37.75,2006,NaN,0.59036
4163,127.17,37.75,2005,NaN,0.92334
4163,127.17,37.75,2006,NaN,0.59036
4165,71.083,51.617,2001,NaN,NaN
4165,71.083,51.617,2002,NaN,NaN
4167,71.083,51.617,2001,NaN,NaN
4167,71.083,51.617,2002,NaN,NaN
4170,117.35,42.5,2006,NaN,0.27647
4171,117.35,42.5,2006,NaN,0.27647
4172,117.35,42.5,2006,NaN,0.27647
4173,117.35,42.5,2006,NaN,0.27647
4174,117.35,42.5,2006,NaN,0.27647
4191,-114.13,54.2,2005,NaN,0.62757
4191,-114.13,54.2,2006,NaN,0.60671
4196,-114.13,54.2,2006,NaN,0.60671
4196,-114.13,54.2,2007,0.91429,0.58566
4204,-72.283,42.9,2002,NaN,NaN
4204,-72.283,42.9,2003,NaN,1.1222
4205,-72.283,42.9,2003,NaN,1.1222
4205,-72.283,42.9,2004,NaN,1.2204
4206,-72.283,42.9,2004,NaN,1.2204
4206,-72.283,42.9,2005,NaN,1.1745
4207,-72.283,42.9,2005,NaN,1.1745
4207,-72.283,42.9,2006,NaN,1.3721
4208,-72.283,42.9,2006,NaN,1.3721
4208,-72.283,42.9,2007,1.4994,1.0897
4209,-72.283,42.9,2002,NaN,NaN
4209,-72.283,42.9,2003,NaN,1.1222
4210,-72.283,42.9,2003,NaN,1.1222
4210,-72.283,42.9,2004,NaN,1.2204
4211,-72.283,42.9,2004,NaN,1.2204
4211,-72.283,42.9,2005,NaN,1.1745
4212,-72.283,42.9,2005,NaN,1.1745
4212,-72.283,42.9,2006,NaN,1.3721
4213,-72.283,42.9,2006,NaN,1.3721
4213,-72.283,42.9,2007,1.4994,1.0897
4217,14.691,47.994,2005,NaN,1.1173
4217,14.691,47.994,2006,NaN,1.1628
4218,14.685,47.992,2005,NaN,1.1173
4218,14.685,47.992,2006,NaN,1.1628
4219,14.686,47.994,2005,NaN,1.1173
4219,14.686,47.994,2006,NaN,1.1628
4220,14.691,47.994,2006,NaN,1.1628
4220,14.691,47.994,2007,1.3516,1.0497
4221,14.685,47.992,2006,NaN,1.1628
4221,14.685,47.992,2007,1.3516,1.0497
4222,14.686,47.994,2006,NaN,1.1628
4222,14.686,47.994,2007,1.3516,1.0497
4223,13.273,48.088,2005,NaN,1.2835
4223,13.273,48.088,2006,NaN,1.1189
4224,13.275,48.089,2005,NaN,1.2835
4224,13.275,48.089,2006,NaN,1.1189
4225,13.281,48.089,2005,NaN,1.2835
4225,13.281,48.089,2006,NaN,1.1189
4226,13.273,48.088,2006,NaN,1.1189
4226,13.273,48.088,2007,1.765,1.1652
4227,13.275,48.089,2006,NaN,1.1189
4227,13.275,48.089,2007,1.765,1.1652
4228,13.281,48.089,2006,NaN,1.1189
4228,13.281,48.089,2007,1.765,1.1652
4229,127.15,37.733,2002,NaN,NaN
4230,127.15,37.75,2002,NaN,NaN
4231,127.15,37.75,2002,NaN,NaN
4256,-90.785,45.623,2006,NaN,1.0267
4256,-90.785,45.623,2007,1.2448,0.96386
4257,-90.785,45.623,2006,NaN,1.0267
4257,-90.785,45.623,2007,1.2448,0.96386
4258,-90.785,45.623,2006,NaN,1.0267
4258,-90.785,45.623,2007,1.2448,0.96386
4259,-90.785,45.623,2007,1.2448,0.96386
4259,-90.785,45.623,2008,1.0339,0.99594
4260,-90.785,45.623,2007,1.2448,0.96386
4260,-90.785,45.623,2008,1.0339,0.99594
4261,-90.785,45.623,2007,1.2448,0.96386
4261,-90.785,45.623,2008,1.0339,0.99594
4263,84.841,45.411,2004,NaN,0.16459
4263,84.841,45.411,2005,NaN,0.11949
4263,84.841,45.411,2006,NaN,0.080713
4264,84.857,45.398,2004,NaN,0.16459
4264,84.857,45.398,2005,NaN,0.11949
4264,84.857,45.398,2006,NaN,0.080713
4265,84.857,45.384,2004,NaN,0.16459
4265,84.857,45.384,2005,NaN,0.11949
4265,84.857,45.384,2006,NaN,0.080713
4266,10.452,51.079,1999,NaN,NaN
4266,10.452,51.079,2000,NaN,NaN
4267,10.452,51.079,2000,NaN,NaN
4267,10.452,51.079,2001,NaN,NaN
4268,10.452,51.079,2001,NaN,NaN
4268,10.452,51.079,2002,NaN,NaN
4269,10.452,51.079,2002,NaN,NaN
4269,10.452,51.079,2003,NaN,0.90964
4270,10.452,51.079,2003,NaN,0.90964
4270,10.452,51.079,2004,NaN,1.1223
4271,10.452,51.079,2004,NaN,1.1223
4271,10.452,51.079,2005,NaN,1.2465
4272,10.452,51.079,2005,NaN,1.2465
4272,10.452,51.079,2006,NaN,0.98645
4273,10.452,51.079,2006,NaN,0.98645
4273,10.452,51.079,2007,1.6003,1.1857
4274,109.18,39.383,2005,NaN,0.07428
4274,109.18,39.383,2006,NaN,0.06808
4275,110.18,39.483,2005,NaN,0.11982
4275,110.18,39.483,2006,NaN,0.16485
4276,109.18,39.383,2006,NaN,0.06808
4276,109.18,39.383,2007,0.29138,0.15501
4277,110.18,39.483,2006,NaN,0.16485
4277,110.18,39.483,2007,0.32315,0.20448
4278,-1.8,38.1,2005,NaN,0.19526
4278,-1.8,38.1,2006,NaN,0.33999
4278,-1.8,38.1,2007,0.81359,0.3978
4279,-1.8,38.1,2005,NaN,0.19526
4279,-1.8,38.1,2006,NaN,0.33999
4279,-1.8,38.1,2007,0.81359,0.3978
4281,148.15,-23.83,2000,NaN,NaN
4281,148.15,-23.83,2001,NaN,NaN
4281,148.15,-23.83,2002,NaN,NaN
4282,7.5024,47.469,2006,NaN,1.2212
4282,7.5024,47.469,2007,1.8824,1.2422
4286,-79.85,9.15,2002,NaN,NaN
4286,-79.85,9.15,2003,NaN,1.418
4300,-1.3167,51.767,2006,NaN,0.92466
4300,-1.3167,51.767,2007,1.3743,1.1836
4301,-1.3167,51.767,2007,1.3743,1.1836
4301,-1.3167,51.767,2008,1.2271,1.0165
4308,101.2,37.617,2007,0.40586,0.31545
4308,101.2,37.617,2008,0.39006,0.32058
4309,101.2,37.617,2007,0.40586,0.31545
4309,101.2,37.617,2008,0.39006,0.32058
4310,101.2,37.617,2007,0.40586,0.31545
4310,101.2,37.617,2008,0.39006,0.32058
4311,109.19,39.395,2005,NaN,0.07428
4311,109.19,39.395,2006,NaN,0.06808
4312,110.2,39.496,2005,NaN,0.11982
4312,110.2,39.496,2006,NaN,0.16485
4313,110.18,39.498,2005,NaN,0.11982
4313,110.18,39.498,2006,NaN,0.16485
4316,87.317,22.417,2007,1.2928,1.2141
4316,87.317,22.417,2008,1.2413,1.0968
4317,89.383,26.547,2007,1.5113,1.3677
4317,89.383,26.547,2008,1.5054,1.3442
4318,-71.59,-13.191,2007,0.93818,0.61044
4318,-71.59,-13.191,2008,0.95133,0.58301
4319,-71.543,-13.048,2007,0.93818,0.61044
4319,-71.543,-13.048,2008,0.95133,0.58301
4320,-71.555,-12.89,2007,1.9588,1.6226
4320,-71.555,-12.89,2008,1.9344,1.921
4321,-69.27,-12.831,2007,2.4669,1.8764
4321,-69.27,-12.831,2008,2.4949,2.091
4324,102.58,31.583,2008,0.42084,0.70483
4324,102.58,31.583,2009,0.35156,0.33526
4328,-78.583,45.217,2003,NaN,0.94765
4328,-78.583,45.217,2004,NaN,1.0022
4341,-93.283,41.55,2005,NaN,1.2248
4341,-93.283,41.55,2006,NaN,1.2506
4342,-93.283,41.55,2005,NaN,1.2248
4342,-93.283,41.55,2006,NaN,1.2506
4343,-93.283,41.55,2005,NaN,1.2248
4343,-93.283,41.55,2006,NaN,1.2506
4344,-93.283,41.55,2005,NaN,1.2248
4344,-93.283,41.55,2006,NaN,1.2506
4345,-93.283,41.55,2005,NaN,1.2248
4345,-93.283,41.55,2006,NaN,1.2506
4348,-5.3083,39.333,2006,NaN,0.66464
4349,-5.3083,39.333,2006,NaN,0.66464
4350,-5.3083,39.333,2006,NaN,0.66464
4351,-5.3083,39.333,2006,NaN,0.66464
4353,9.6167,51.783,2005,NaN,1.1137
4354,9.6167,51.783,2005,NaN,1.1137
4355,9.6167,51.783,2005,NaN,1.1137
4356,9.6167,51.783,2005,NaN,1.1137
4365,114.62,27.67,2005,NaN,0.95865
4365,114.62,27.67,2006,NaN,1.3541
4365,114.62,27.67,2007,1.4634,1.1542
4366,114.62,27.67,2005,NaN,0.95865
4366,114.62,27.67,2006,NaN,1.3541
4366,114.62,27.67,2007,1.4634,1.1542
4368,128,42,2007,0.81549,0.78999
4368,128,42,2008,0.74664,0.79919
4369,128,42,2007,0.81549,0.78999
4369,128,42,2008,0.74664,0.79919
4370,128,42,2007,0.81549,0.78999
4370,128,42,2008,0.74664,0.79919
4371,128,42,2007,0.81549,0.78999
4371,128,42,2008,0.74664,0.79919
4372,128,42,2007,0.81549,0.78999
4372,128,42,2008,0.74664,0.79919
4383,121.23,14.133,2006,NaN,1.227
4383,121.23,14.133,2007,1.7121,0.93495
4384,118.7,32.183,2008,1.0898,1.3353
4393,-72.283,42.883,2003,NaN,1.1222
4393,-72.283,42.883,2004,NaN,1.2204
4395,-72.283,42.883,2004,NaN,1.2204
4395,-72.283,42.883,2005,NaN,1.1745
4397,-73.233,41.967,2001,NaN,NaN
4397,-73.233,41.967,2002,NaN,NaN
4413,23.25,-15.43,2008,1.1676,0.91275
4413,23.25,-15.43,2009,1.144,0.78238
4421,21.594,-26.428,2007,0.52584,0.12294
4421,21.594,-26.428,2008,0.62774,0.24208
4430,120,30.367,2008,1.0288,0.93754
4441,-119.8,34.013,2008,0.66151,0.38564
4442,142.02,44.95,2006,NaN,0.86797
4442,142.02,44.95,2007,0.92146,0.67835
4442,142.02,44.95,2008,0.88838,0.58569
4445,101.2,37.617,2006,NaN,0.37558
4445,101.2,37.617,2007,0.40586,0.31545
4449,26.9,59,2008,0.75661,0.55893
4449,26.9,59,2009,0.82906,0.59314
4450,26.9,59,2008,0.75661,0.55893
4450,26.9,59,2009,0.82906,0.59314
4451,26.9,59,2008,0.75661,0.55893
4451,26.9,59,2009,0.82906,0.59314
4452,26.9,59,2008,0.75661,0.55893
4452,26.9,59,2009,0.82906,0.59314
4453,22.317,57.617,2008,0.66968,0.61257
4453,22.317,57.617,2009,0.67774,0.47217
4454,105.47,31.267,2006,NaN,0.99402
4454,105.47,31.267,2007,1.3361,0.9743
4455,112,33.5,2008,1.2573,1.381
4456,112,33.5,2008,1.2573,1.381
4457,112,33.5,2008,1.2573,1.381
4458,112,33.5,2008,1.2573,1.381
4459,4.5206,51.309,2002,NaN,NaN
4459,4.5206,51.309,2003,NaN,0.89269
4463,116.67,43.553,2007,0.4964,0.20449
4471,15,59,2002,NaN,NaN
4471,15,59,2003,NaN,0.54709
4472,15,59,2003,NaN,0.54709
4472,15,59,2004,NaN,0.44609
4474,7.6,47.933,2009,1.3757,1.1777
4477,-65.8,18.3,2005,NaN,1.2899
4477,-65.8,18.3,2006,NaN,0.89911
4479,-65.8,18.3,2005,NaN,1.2899
4479,-65.8,18.3,2006,NaN,0.89911
4490,109.53,36.423,2009,0.75106,0.39656
4491,116.27,42.033,2008,0.49688,0.30117
4491,116.27,42.033,2009,0.48361,0.31386
4497,116.27,42.033,2009,0.48361,0.31386
4497,116.27,42.033,2010,0.53842,0.30128
4503,19.383,46.883,2002,NaN,NaN
4503,19.383,46.883,2003,NaN,0.97242
4503,19.383,46.883,2004,NaN,1.1636
4503,19.383,46.883,2005,NaN,1.0927
4503,19.383,46.883,2006,NaN,1.0466
4503,19.383,46.883,2007,1.2928,0.98955
4503,19.383,46.883,2008,1.1271,1.1305
4532,19.2,47.34,2003,NaN,1.0078
4532,19.2,47.34,2004,NaN,1.0743
4532,19.2,47.34,2005,NaN,1.0471
4532,19.2,47.34,2006,NaN,0.92382
4533,19.16,47.16,1999,NaN,NaN
4533,19.16,47.16,2000,NaN,NaN
4533,19.16,47.16,2001,NaN,NaN
4533,19.16,47.16,2002,NaN,NaN
4534,19.26,47.36,2007,1.2857,0.82741
4534,19.26,47.36,2008,1.2024,1.1835
4534,19.26,47.36,2009,1.2,0.92534
4536,-3.6167,40.033,2006,NaN,0.61534
4536,-3.6167,40.033,2007,0.85799,0.58873
4537,-3.6167,40.033,2007,0.85799,0.58873
4537,-3.6167,40.033,2008,0.82187,0.62201
4538,-3.6167,40.033,2008,0.82187,0.62201
4538,-3.6167,40.033,2009,0.71095,0.40231
4539,-110.87,46.917,2004,NaN,0.30414
4539,-110.87,46.917,2005,NaN,0.43017
4540,-110.87,46.917,2004,NaN,0.30414
4540,-110.87,46.917,2005,NaN,0.43017
4541,38.864,7.4308,2008,1.4984,1.0894
4542,38.864,7.4308,2009,1.4997,0.88092
4543,38.864,7.4308,2008,1.4984,1.0894
4544,38.864,7.4308,2009,1.4997,0.88092
4545,38.864,7.4308,2008,1.4984,1.0894
4546,38.864,7.4308,2009,1.4997,0.88092
4547,11.881,50.132,2006,NaN,0.97237
4547,11.881,50.132,2007,1.2657,1.0615
4549,11.881,50.132,2007,1.2657,1.0615
4549,11.881,50.132,2008,1.1817,1.0248
4554,35.233,33,2005,NaN,0.2648
4554,35.233,33,2006,NaN,0.20487
4554,35.233,33,2007,0.53299,0.24445
4555,35.05,31.7,2005,NaN,0.13047
4555,35.05,31.7,2006,NaN,0.10458
4555,35.05,31.7,2007,0.37811,0.19417
4558,34.9,31.383,2005,NaN,0.29407
4558,34.9,31.383,2006,NaN,0.025394
4558,34.9,31.383,2007,0.37663,0.25055
4561,34.767,30.867,2005,NaN,0.1185
4561,34.767,30.867,2006,NaN,0.11383
4561,34.767,30.867,2007,0.13022,0.175
4562,116,44,2007,0.44427,0.20449
4562,116,44,2008,0.50101,0.24688
4563,-102.83,29.8,2003,NaN,0.27658
4563,-102.83,29.8,2004,NaN,0.51021
4563,-102.83,29.8,2005,NaN,0.32836
4563,-102.83,29.8,2006,NaN,0.1476
4564,-118.97,37.633,2002,NaN,NaN
4564,-118.97,37.633,2003,NaN,0.29204
4564,-118.97,37.633,2004,NaN,0.25936
4565,-115.95,36.767,2002,NaN,NaN
4565,-115.95,36.767,2003,NaN,0.064993
4565,-115.95,36.767,2004,NaN,0.098135
4566,-104.4,41.317,2003,NaN,0.35976
4566,-104.4,41.317,2004,NaN,0.30531
4566,-104.4,41.317,2005,NaN,0.38804
4567,-110.88,31.78,2001,NaN,NaN
4567,-110.88,31.78,2002,NaN,NaN
4567,-110.88,31.78,2003,NaN,0.19706
4568,-68.567,76.55,2004,NaN,0.0019296
4568,-68.567,76.55,2005,NaN,0.041532
4568,-68.567,76.55,2006,NaN,0.012865
4569,-68.9,76.433,2004,NaN,0.0019296
4569,-68.9,76.433,2005,NaN,0.041532
4576,-155.26,19.945,2009,0.74605,0.21806
4577,-155.26,19.945,2009,0.74605,0.21806
4578,-155.26,19.945,2009,0.74605,0.21806
4579,-155.26,19.945,2009,0.74605,0.21806
4580,-155.26,19.945,2009,0.74605,0.21806
4581,-155.26,19.945,2009,0.74605,0.21806
4582,-155.26,19.945,2009,0.74605,0.21806
4583,-155.29,19.842,2009,0.74605,0.21806
4584,-155.29,19.842,2009,0.74605,0.21806
4585,-96.583,39.083,1997,NaN,NaN
4585,-96.583,39.083,1998,NaN,NaN
4586,-96.583,39.083,1998,NaN,NaN
4586,-96.583,39.083,1999,NaN,NaN
4587,-96.583,39.083,1999,NaN,NaN
4587,-96.583,39.083,2000,NaN,NaN
4588,-96.583,39.083,2000,NaN,NaN
4588,-96.583,39.083,2001,NaN,NaN
4589,-96.583,39.083,2001,NaN,NaN
4589,-96.583,39.083,2002,NaN,NaN
4590,-96.583,39.083,2002,NaN,NaN
4590,-96.583,39.083,2003,NaN,1.2378
4591,-96.583,39.083,2003,NaN,1.2378
4591,-96.583,39.083,2004,NaN,1.2286
4592,-96.583,39.083,2004,NaN,1.2286
4592,-96.583,39.083,2005,NaN,1.1833
4593,-96.583,39.083,2005,NaN,1.1833
4593,-96.583,39.083,2006,NaN,1.0362
4594,-96.583,39.083,2006,NaN,1.0362
4595,-96.583,39.083,2006,NaN,1.0362
4595,-96.583,39.083,2007,1.2545,1.0162
4627,88,43,2004,NaN,0.0039062
4627,88,43,2005,NaN,-0.0051925
4628,88,43,2005,NaN,-0.0051925
4628,88,43,2006,NaN,-0.033644
4633,-2.75,55.083,2005,NaN,0.86575
4633,-2.75,55.083,2006,NaN,0.77724
4634,-1.1833,54,2005,NaN,0.87707
4634,-1.1833,54,2006,NaN,0.77407
4668,98.867,14.583,1996,NaN,NaN
4668,98.867,14.583,1997,NaN,NaN
4669,98.867,14.583,1996,NaN,NaN
4669,98.867,14.583,1997,NaN,NaN
4670,98.867,14.583,1996,NaN,NaN
4670,98.867,14.583,1997,NaN,NaN
4671,98.867,14.583,1996,NaN,NaN
4671,98.867,14.583,1997,NaN,NaN
4672,98.867,14.583,1996,NaN,NaN
4672,98.867,14.583,1997,NaN,NaN
4673,98.867,14.583,1996,NaN,NaN
4673,98.867,14.583,1997,NaN,NaN
4679,78.167,10,2005,NaN,1.1707
4680,78.167,10,2005,NaN,1.1707
4689,127.15,37.757,2001,NaN,NaN
4689,127.15,37.757,2002,NaN,NaN
4690,127.15,37.757,2002,NaN,NaN
4690,127.15,37.757,2003,NaN,0.94889
4691,127.15,37.757,2003,NaN,0.94889
4691,127.15,37.757,2004,NaN,0.72075
4692,-2.0328,36.942,2006,NaN,NaN
4692,-2.0328,36.942,2007,0.59306,NaN
4693,-2.2503,36.835,2006,NaN,NaN
4693,-2.2503,36.835,2007,0.59306,NaN
4694,114.67,27.67,2005,NaN,0.95865
4694,114.67,27.67,2006,NaN,1.3541
4728,140.56,40,2006,NaN,0.70271
4728,140.56,40,2007,1.2952,0.72069
4728,140.56,40,2008,1.1389,0.79293
4753,8.52,46.61,2008,0.66689,0.90547
4753,8.52,46.61,2009,0.66839,0.82911
4754,8,47.55,2008,1.3477,1.1632
4754,8,47.55,2009,1.309,0.89878
4755,11.656,-4.2892,2006,NaN,1.2122
4755,11.656,-4.2892,2007,1.1453,0.76545
4756,11.656,-4.2892,2009,1.0666,1.5035
4757,26.233,58.867,2008,0.75053,0.55893
4759,18.967,68.333,2006,NaN,NaN
4759,18.967,68.333,2007,0.04572,NaN
4761,13.55,56.25,2006,NaN,0.49478
4761,13.55,56.25,2007,0.99329,0.49384
4763,-3.2667,55.75,2006,NaN,0.78091
4766,-3.4667,53.05,2006,NaN,0.97607
4769,10.483,56.383,2003,NaN,0.70778
4772,11.967,55.883,2006,NaN,0.4703
4775,5.9,52.4,1998,NaN,NaN
4775,5.9,52.4,1999,NaN,NaN
4778,1.8167,41.317,2007,0.89298,0.67461
4781,-21,74.5,2008,-0.10435,NaN
4781,-21,74.5,2009,-0.20479,NaN
4782,-8.6,38.633,2003,NaN,0.62349
4782,-8.6,38.633,2004,NaN,0.6726
4783,-8.0167,38.517,2008,1.0144,0.62321
4784,-8.6333,38.467,2005,NaN,0.51059
4785,-8.3167,39.133,2008,1.1501,0.65078
4786,-8,38.533,1998,NaN,NaN
4786,-8,38.533,1999,NaN,NaN
4787,-7.4167,38.783,2006,NaN,0.71094
4788,-8.1667,38.6,2007,1.0704,0.64289
4788,-8.1667,38.6,2008,1.0144,0.62321
4789,-7.2,38.95,2002,NaN,NaN
4789,-7.2,38.95,2003,NaN,0.56291
4789,-7.2,38.95,2004,NaN,0.62487
4789,-7.2,38.95,2005,NaN,0.42116
4790,-3.333,40.533,2007,1.0059,0.58873
4790,-3.333,40.533,2008,0.93437,0.62201
4790,-3.333,40.533,2009,0.87165,0.40231
4797,112.6,23.17,2006,NaN,1.2714
4797,112.6,23.17,2007,1.4529,1.3904
4797,112.6,23.17,2008,1.3191,1.2785
4797,112.6,23.17,2009,1.4225,1.2133
4798,112.6,23.17,2006,NaN,1.2714
4798,112.6,23.17,2007,1.4529,1.3904
4798,112.6,23.17,2008,1.3191,1.2785
4798,112.6,23.17,2009,1.4225,1.2133
4799,112.6,23.17,2006,NaN,1.2714
4799,112.6,23.17,2007,1.4529,1.3904
4799,112.6,23.17,2008,1.3191,1.2785
4799,112.6,23.17,2009,1.4225,1.2133
4800,-79.08,35.97,2009,1.5737,1.4983
4800,-79.08,35.97,2010,1.5121,1.4943
4818,2.97,42.27,2008,1.2599,1.0558
4820,2.97,42.27,2008,1.2599,1.0558
4821,2.97,42.27,2008,1.2599,1.0558
4824,101.32,37.617,2007,0.40586,0.31545
4824,101.32,37.617,2008,0.39006,0.32058
4824,101.32,37.617,2009,0.35439,0.26526
4847,101.79,2.659,2009,1.512,1.4605
4852,-84.48,31.27,2008,1.519,1.6293
4852,-84.48,31.27,2009,1.4277,1.3836
4856,-88.257,41.832,2007,1.2499,1.1031
4856,-88.257,41.832,2008,1.1168,1.0004
4857,-88.257,41.832,2008,1.1168,1.0004
4857,-88.257,41.832,2009,1.0148,1.052
4864,118.99,37.889,2010,0.35126,0.72112
4864,118.99,37.889,2011,0.46559,0.72074
4865,118.99,37.889,2010,0.35126,0.72112
4865,118.99,37.889,2011,0.46559,0.72074
4866,118.99,37.889,2010,0.35126,0.72112
4866,118.99,37.889,2011,0.46559,0.72074
4867,117.32,42.033,2005,NaN,0.41086
4867,117.32,42.033,2006,NaN,0.27647
4867,117.32,42.033,2007,0.70882,0.33979
4867,117.32,42.033,2008,0.62164,0.38971
4868,117.32,42.033,2005,NaN,0.41086
4868,117.32,42.033,2006,NaN,0.27647
4868,117.32,42.033,2007,0.70882,0.33979
4868,117.32,42.033,2008,0.62164,0.38971
4869,117.32,42.033,2005,NaN,0.41086
4869,117.32,42.033,2006,NaN,0.27647
4869,117.32,42.033,2007,0.70882,0.33979
4869,117.32,42.033,2008,0.62164,0.38971
4870,19.75,64.17,2008,0.43028,0.21901
4870,19.75,64.17,2009,0.44482,0.16091
4873,-1.1833,54,2007,1.1591,0.79068
4873,-1.1833,54,2008,0.97546,0.76935
4874,-0.85,51.167,2006,NaN,1.0528
4874,-0.85,51.167,2007,1.2976,1.0763
4875,-0.85,51.167,2007,1.2976,1.0763
4875,-0.85,51.167,2008,1.3245,1.0059
4876,-0.85,51.167,2008,1.3245,1.0059
4876,-0.85,51.167,2009,1.1497,0.97112
4877,-0.85,51.167,2009,1.1497,0.97112
4877,-0.85,51.167,2010,1.1125,0.88519
4883,-125.34,49.869,2002,NaN,NaN
4883,-125.34,49.869,2003,NaN,0.64733
4884,-125.34,49.869,2003,NaN,0.64733
4884,-125.34,49.869,2004,NaN,0.83395
4885,-125.34,49.869,2004,NaN,0.83395
4885,-125.34,49.869,2005,NaN,0.54972
4886,-125.34,49.869,2005,NaN,0.54972
4886,-125.34,49.869,2006,NaN,0.53247
4887,-125.34,49.869,2006,NaN,0.53247
4887,-125.34,49.869,2007,0.84734,0.56997
4888,-125.34,49.869,2007,0.84734,0.56997
4888,-125.34,49.869,2008,0.85366,0.61911
4889,-125.34,49.869,2008,0.85366,0.61911
4889,-125.34,49.869,2009,0.85936,0.55872
4890,-124.9,49.52,2005,NaN,0.69366
4890,-124.9,49.52,2006,NaN,0.7576
4891,-124.9,49.52,2006,NaN,0.7576
4891,-124.9,49.52,2007,0.77425,0.51675
4892,-124.9,49.52,2007,0.77425,0.51675
4892,-124.9,49.52,2008,0.79001,0.61441
4893,-124.9,49.52,2008,0.79001,0.61441
4893,-124.9,49.52,2009,0.78899,0.61302
4895,110.37,38.83,2009,0.38998,0.27466
4895,110.37,38.83,2010,0.37523,0.19926
4896,126.98,37.55,2010,0.66128,0.69083
4897,-146.9,65.33,2009,0.21722,0.13839
4897,-146.9,65.33,2010,0.20775,0.1666
4898,135.83,34.783,2001,NaN,NaN
4898,135.83,34.783,2002,NaN,NaN
4898,135.83,34.783,2003,NaN,0.7161
4899,-78.825,49.158,2007,0.60647,0.47749
4900,-78.825,49.158,2007,0.60647,0.47749
4901,-78.825,49.158,2007,0.60647,0.47749
4904,87.83,44.3,2009,0.40642,0.26956
4904,87.83,44.3,2010,0.39676,0.27724
4905,87.87,44.3,2009,0.40642,0.26956
4905,87.87,44.3,2010,0.39676,0.27724
4906,87.83,44.32,2009,0.40642,0.26956
4906,87.83,44.32,2010,0.39676,0.27724
4907,-74.01,41.45,2007,1.4081,1.2692
4907,-74.01,41.45,2008,1.2823,1.22
4908,-91.2,37.1,2003,NaN,1.3836
4908,-91.2,37.1,2004,NaN,1.5355
4911,112,33.5,2007,1.338,1.0352
4911,112,33.5,2008,1.2573,1.381
4912,112,33.5,2007,1.338,1.0352
